comment, channel
"Wow. Trump knew what they were going to pull before they even tried it!! <br>TRUMP AT 2am- we need to stop the count. We don’t want them finding any ballots at 4am. <br>2 HOURS LATER- we just found boxes full of ballots and they all happen to be for slow Joe!! Lol it’s like they didn’t even try.", CNN
"Jan 2020 will be interesting indeed", CNN
"Stop the Steal! 4 More Years!", CNN
"<a href='https://youtu.be/0eEu2ZYkcio'>https://youtu.be/0eEu2ZYkcio</a><br>Click here to watch 2020 projections 👆", CNN
"&quot;Mission Accomplished&quot;", CNN
"REPUBLICANS set this up !!! They could&#39;ve allowed Pennsylvania , nv ,az , ga , wi, and nc to count early votes EARLY like most states did but there was a STRONG CHANCE that fat Donny wouldn&#39;t fair well in those states so they planned on casting doubt hoping scotus would rescue his tired failing campaign ..<br>Too bad so sad fat Donny lost and it wasn&#39;t even close !", CNN
"Republicans are whiners ! They found ballots at 1 in the afternoon 5 in the evening , 9 at night and 2 in the morning ALL FOR BIDEN ! Fat Donny just got served", CNN
"It&#39;s pretty funny how absolutely everyone predicted he would do this, and how absolutely everyone was still shocked that he did this. If he&#39;s winning, then it&#39;s fair. If he&#39;s losing, however, then the whole thing is rigged. That&#39;s the guy we chose for President. I may LOL at this, but frankly, it hurts.", CNN
"<a href='https://youtu.be/KBSbMaoVdl0'>https://youtu.be/KBSbMaoVdl0</a>", CNN
"I Putu Aris Artha Wiguna difficulty of living with people is incomprehensible for 12 years making equality by entitled to the power of the solar system in the brain by cnn.", CNN
"NOTE TO THE AP:  GOD HAS ALREADY CALLED THE ELECTION FOR PRESIDENT DONALD TRUMP.", CNN
"Hypocrites at it&#39;s best and Joe Biden hasn&#39;t won, but he lied calling himself president elect when he said in the debate he wouldn&#39;t. Nothing has been certified and if you guys believe the hype that CNN is clearly bias about then you all have drank the kool-aid!", CNN
"Meanwhile, Joe is enjoying his victory ice cream.", CNN
"Trumpino : &quot;victory. &quot; mail-in-balllots: &quot;hold my beer &quot;", CNN
"Journalists are Happy 😃", CNN
"Trump should have NEVER been President. We need to do better America!", CNN
".", CNN
"Crooked Hillary and other, he’s right, go to supreme court. This will be bloody, love trump. After <a href='https://www.youtube.com/watch?v=imaYlHjhzEY&amp;t=8m00s'>8:00</a> is the cut off. He’s right! These machines are crooked. How do you know what’s legalese. Gore and bush 30 days no one had a problem. You guys are lying. Video, people are talking. Why should we believe you!", CNN
"Joe Biden is not President elect. <a href='https://youtu.be/qct1Xo9wAGU'>https://youtu.be/qct1Xo9wAGU</a>", CNN
"<b>MSM doesn&#39;t call the winner of our elections, our Official Election Board does, and of which they have NOT called a winner.</b> Don&#39;t believe the False MSM Prophets!<br><b>VOTER FRAUD videos have been flooding the &#39;net since Election Day.</b> <br>SEARCH &amp; SORT youtube by &quot;Upload Date&quot; for the most current...<br><br>- Filling Out Multiple Ballots, (people filling out ballot after ballot FOR BIDEN ONLY.) <br><br>- counting ballots (recounting the same ballots, discarding ballots for Trump), <br><br>- certified election watchers denied access, (Mostly Republicans, who had appointments to watch were denied being able to watching ballot counting!), <br><br>- Supervisor said ALL REPUBLICANS MUST LEAVE THE ROOM, <br><br>- Voter Fraud (filling ballots for other people, and dead people), <br><br>- ballots at 4am (delivered in unsecured unsealed boxes)<br><br>Many reporters are reporting the FACTS, but NOT MSM. Judicial Watch is now investigating The Fraud. YAY!<br><br>Many are being arrested, and facing 10 years in prison for; double counting ballots, filling out ballots, throwing away ballots, delivering bogus ballots, and changing the count in machines.<br><br>This is exactly why I wrote POTUS and asked him to change how we check online &#39;if our vote was counted&#39;. After all this, do you want to see who you have voted for? I DO. That&#39;s why I asked him to let us see online who we have voted for. <br><br>We now have reports of people who never got to vote, because when they got to the polls, they were told that they had already voted. NOW, do you want to see who you voted for? <br><br>Also, how many of you saw HUGE NUMBERS switch from Trump to Biden on national TV? It&#39;s on video at youtube if you want to see it. I&#39;m done for the night.", CNN
"Voting to stop ✋ 😂 Trump powerless with that order", CNN
"<a href='https://www.youtube.com/watch?v=imaYlHjhzEY&amp;t=1m27s'>1:27</a> min - <a href='https://www.youtube.com/watch?v=imaYlHjhzEY&amp;t=1m30s'>1:30</a> min I can imagine that Donald", CNN
"I love boobs", CNN
"<a href='https://www.youtube.com/watch?v=3m4n7n8uUF4'>https://www.youtube.com/watch?v=3m4n7n8uUF4</a>", CNN
"This is so sad. All the votes need Auditing not a recount", CNN
"I guess censoring out the beginning part of that speech when Trump said &quot;legal vote&#39;s&quot; doesnt matter to CNN. There is a thing called constitutional law pertaining to elections, somehow alot of states forgot about that this yr. I dont know about u but I dont see anything wrong with a 1 person 1 vote system and neither should you.", CNN
"Remember this is the guy who fell in 💘 with the leader of North Korea", CNN
"I want people to check into the Biden family corruption for themselves...", CNN
"If is a fraudulent counting yes", CNN
"<a href='https://www.youtube.com/watch?v=imaYlHjhzEY&amp;t=2m20s'>2:20</a> and the media does not gets to decide or declare  who the president is silly little raccoons", CNN
"The Race ain&#39;t over. CNN might make you believe so. but it is not. How about waiting and the report.", CNN
"Notice when he moves his hands he lies", CNN
"Great Alternative media risking it all to bring us the truth. Project Veritas, NewsmaxTV, Sky news Australia, BlazeTV. For once, you won&#39;t be let down", CNN
"Fake news cnn is on full swing to destroy USA...", CNN
"Sad moment for our Country, a delusional Commander-In-Chief; he needs to be removed from office immediately", CNN
"You and everyone in CNN the communist news should be ashamed of yourselves and don’t deserve to call yourselves Americans!", CNN
"Trump did not ask for the counting to stop, but for the VOTING to stop. Votes received past the deadline surely shouldn&#39;t count...?", CNN
"How well did this age ypu morons.", CNN
"funny how they all said it couldn&#39;t be dun and it got dun. and of course biden takes credit even though the vaccine was already in clinical trials before the election. bunch of clowns. they let their hatred from trump stop them from telling the truth", CNN
"If its not works its easy keep your mask in your mouth shut", CNN
"DR. MONCEF SALAWI WORKS OTHER SHOW UP AND BLABLA...", CNN
"Did Elizabeth Cohan get the vaccination?", CNN
"Looking at this in 2021", CNN
"Funny how the CNN base here commenting were all so wrong.  CNN base is something like QAnon.  CNN is your leader.", CNN
"this didnt age well...CNN and every single idiot on your news channel IS THE PROBLEM", CNN
"Trump was right. Never been done before and now it has. (just days after the election, weird huh?). So much for your expert&#39;s &quot;reaction&quot; and the expert opinions in the comments.", CNN
"And yet there is a viable vaccine before the end of 2020 !! Created in 9 months not 9 years! Pessimistic here rather than optimistic? Hmmm I think now we know the difference between Trump and biden supporter!!!!!!!!!!!!!!!!!", CNN
"AND MR PRESIDENT DID IT🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸", CNN
"It&#39;s  going  to take  many  many  years  hahaha. CNN more fake news. Mean while 7 months  later after  CNN Fake News made the Urinalistic estimate  Pfizer vaccine  ready  and others  following.", CNN
"Ahhh once again CNN shows how biased and despicable they are. Guess who was right...", CNN
"Dr Gupta you are a joke. Many years? Fear Porn like we were always saying. Time to give Trump credit Gupta. I am so glad that YouTube captures CNNs BS.", CNN
"DONE!! As usual CNN looks like total idiots!! HAHAHAHAHA", CNN
"So...........guess time did tell .........🧐", CNN
"Ha ha ha", CNN
"How you hated Trump was appalling and disgusting.<br>What r you saying now?", CNN
"<a href='https://youtu.be/2imPreMmDMY'>https://youtu.be/2imPreMmDMY</a> 5 Months later, Trump seems did it", CNN
"What about now ? that they made it.", CNN
"And of course they were wrong an of this comment Meoderna nears the end of Phase 3 trials , Pfizer expects to be ready for a EUA mid November.", CNN
"Fake news.", CNN
"how could they know if it works if most people have the anti bodies already, hence the over 97 %recovery rate", CNN
"YOU ARE MURDERING FREAKS. And you can also shove any republican made &quot;vaccine&quot; as well. I DON&#39;T TRUST ANY OF YOU.", CNN
"Americans used to laugh or belittle other countries ruled by dictators. Now it has one of the worst kind of dictators. Most dictators are competent dictators who can get things done if they want to. Donald Trump is a dictator who can only fight with reporters and conduct his extortion or blackmailing schemes using the presidency. He is too incompetent to do anything helpful to Americans.", CNN
"Donald Trump will make all the empty promises he has to make to get the votes he needs for his re-election.", CNN
"How&#39;s this master plan chucking along, I wonder?", CNN
"Trump hates Arabs and Muslims and appointed a Muslim doctor 🙂🤣", CNN
"Trump You Are Stupid!!!", CNN
"Slaoui talks about Moderna..", CNN
"Moroccan moncef slaoui 🇲🇦🇲🇦", CNN
"trump is damn he chose moroccan bad luck! you will see he will end up as bensalman and harriri", CNN
"🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇵🇸💚❤", CNN
"We shouldn&#39;t talking about his race is he Berber or jewsh", CNN
"These IDIOTS in TRUMP<br>PRESIDENCY are bunch of<br>MORONS..who cut-off the <br>Pandemic Plans &amp; FIRED <br>ALL THE PEOPLE that ran<br>this CRISIS PLAN..SMFH!!<br>(2millions affected,but only<br>about 80,000 DEATHS that&#39;s ALOT in america):<br>SO HAPPY I AM A<br>CANADIAN CITIZEN..ehh!", CNN
"Ultimately Trump has employed muslim scientist Moncef Slaoui as the chief  leader in Corona Vaccine invention", CNN
"Dr Moncef Slaoui seem super credible no bs. Those who have study medicine will tell you its a difficult process to create a vaccine. It takes time and lots of experimenting to see results and it sometimes means going back to the drawing board but here&#39;s the thing we are approaching June so by now doctors all around the world should have some type of insight from laboratory and private sector on how this virus works.", CNN
"When Creepy Joe Biden became America’s political and economic point man in Ukraine, he wasted no time in lining the pockets of his son and family. He was a dishonest man in a dishonest environment. Reject traditional politicians like him for good. America’s lives and economy will be in greater peril with him at the helm.", CNN
"Wonder how long Moncef will last...!!! Fauci must be on huge pay check to be still on trump team.", CNN
"Any Proud Moroccan her 🇲🇦🇲🇦", CNN
"I want to hear Dr Faucci&#39;s opinion, he did clap like what was said...but I want to hear it from Faucci. Why didn&#39;t he speak?", CNN
"Morrocco moncef slaoui", CNN
"I tot the US have already got one which trump is taking it everyday. Hydroxychloroquine. Trump got malaria not covid.", CNN
"Trump should just say we will get a bag scene whenever we get a vaccine and everybody has to take it it will be enforced it will be law you have to get vaccinated. Then he should just step down and let the Democrats destroy us all then maybe people will stop running their mouth", CNN
"Hmm it’s not his first time give guarantee or false optimism", CNN
"Don&#39;t worry about vaccines yet, we should worry more about tests (contaminated tests with whatever we don&#39;t know but not for our good; they will start with children at school, beware parents!)", CNN
"morroco :&gt; ^^", CNN
"the clinton news network is the official propaganda office of the democratic nazi party.", CNN
"The entire American population in the red states.", CNN
"Remember when 100,000 deaths was horrific?<br>And now it&#39;s acceptable numbers?", CNN
"Only after Trump, his family, White House cabinet, Republican Senate have taken it, his soldiers need to go first.", CNN
"There has never been a successful vaccine for a coronavirus. Never. There may be one eventually, but it will not be in the next couple few months. Maybe years, or decades. Another half century maybe. Or who knows. We could stumble on one tomorrow. Who knows. We might also stumble on a cure for all cancers by the end of the day today. I sincerely doubt it though. <br> They know this. I think at this point, a lot of the vaccine stuff is about money.", CNN
"Let&#39;s END Covid-45 this November", CNN
"&quot;health experts&quot; are clearly only interested in more funding - send over tens of billions more and might get straight answers..... Fleecing tax payers with more bogus programs", CNN
"Fake News outlets, Democrats , lefty&#39;s, and liberals, the &quot;Bill of Rights&quot; is above your pay grade That&#39;s my Opinion. What&#39;s Yours? <a href='http://oldschoolopinion.com/'>oldschoolopinion.com</a>", CNN
"Consider the source and past performance. These presidential pundits will say anything to appease Trump. Trump would do and say anything to keep power and get re elected. Don’t believe the hype!!!!", CNN
"COVID 19 IS ONLY A FLU!<br>ONLY COMPROMISED PEOPLE DIED OR WILL DIE ESPECIALLY IN AIR POLLUTED CITIES LIKE WUHAN, NEW YORK, AND NORTH ITALY ETC., FROM THE CYANIDE IN THE AIR:<br><br>YOU TUBE: DOCTOR WHO PREDICTED COVID-19 ANSWERS ALL<br>719,211 views<br>•May 8, 2020<br>The HighWire with Del Bigtree<br><br>DOCTOR WHO PREDICTED COVID-19 ANSWERS ALL <br>Triple board-certified M.D., Dr. Zach, joins Del in an evolutionary discussion on why Coronavirus is here, what it’s trying to tell us, and how we emerge from the darkness.<br>Dr. Zach Bush Interview With Del Bigtree: Literally Everything They&#39;re Telling You About Covid-19 is Wrong<br>Del Bigtree<br><a href='http://thehighwire.com/'>thehighwire.com</a><br>Fri, 08 May 2020 <a href='https://www.youtube.com/watch?v=mCraxvYUdjI&amp;t=21m29s'>21:29</a> UTC<br>Triple board-certified M.D., Dr. Zach, joins Del in an evolutionary discussion on why Coronavirus is here, what it&#39;s trying to tell us, and how we emerge from the darkness. Dr. Zach brings his knowledge of viruses, environmental toxicity and diseases to bear on the Covid-19 pandemic, in the process exposing the entire edifice of false assumptions it is built on. <br>Literally everything the authorities and the media have told you about Covid-19 is wrong. From the death numbers to what this particular virus is to what viruses generally do to why some places saw higher death tolls to what people should do to protect their health to what it all means spiritually... this interview has it all!<br><br>GATES, FOUCHI AND THE CORONA CIRCUS<br>Gates and Fouchi made clowns of world politicians!<br><br>YOU TUBE: Perspectives on the Pandemic | Professor Knut Wittkowski Update Interview | Episode 5<br>328,547 views<br>•Apr 28, 2020<br>Journeyman Pictures<br>Perspectives on the Pandemic Episode 5: In this highly-charged follow-up interview, Knut Wittkowski says his initial claim has been vindicated: The lockdowns - always a dubious proposition for a respiratory virus - came too late in the U.S. and elsewhere, and were therefore even worse than useless. By turns emotional and darkly comic, Wittkowski ranges across all the essential topics of the crisis, and gives answers you are unlikely to see in the major media. Not to be missed. Watch previous episodes of Perspectives on the Pandemic here:<br>Episode 1: <a href='https://youtu.be/d6MZy-2fcBw'>https://youtu.be/d6MZy-2fcBw</a> <br>Episode 2: <a href='https://youtu.be/lGC5sGdz4kg'>https://youtu.be/lGC5sGdz4kg</a> (Currently Offline) Available on Facebook here: <a href='https://www.facebook.com/perspectives..'>https://www.facebook.com/perspectives..</a>. <br>Episode 3: <a href='https://youtu.be/VK0Wtjh3HVA'>https://youtu.be/VK0Wtjh3HVA</a> <br>Episode 4: <a href='https://youtu.be/cwPqmLoZA4s'>https://youtu.be/cwPqmLoZA4s</a> <br>Episode 5: <a href='https://youtu.be/k0Q4naYOYDw'>https://youtu.be/k0Q4naYOYDw</a> <br>Episode 6: <a href='https://youtu.be/3f0VRtY9oTs'>https://youtu.be/3f0VRtY9oTs</a> <br>Episode 7: <a href='https://youtu.be/2JbOvjtnPpE'>https://youtu.be/2JbOvjtnPpE</a> <br><br>A transcript of this interview can be found <a href='https://www.thepressandthepublic.com/..'>https://www.thepressandthepublic.com/..</a>. And, read Wittkowski&#39;s study here: <a href='https://doi.org/10.1101/2020.03.28.20..'>https://doi.org/10.1101/2020.03.28.20..</a>.", CNN
"More lies from Trump snake oil medicine show brought to you by the Republicans!!!!!!😁🇺🇸", CNN
"Does anyone remember Mexico will pay for a wall, or I&#39;ll show you my tax returns after I get elected?  Getting a promise from these lying republicans scumbags is about likely to happen as people praying to end school shootings will stop school shootings.", CNN
"Since this was so easy to do....the cost should be minimal....right?", CNN
"USA citizens will be the guinea pigs of the world! Can&#39;t believe Trump is still in office with all his manners, all the lies and the sacking off the watchdogs who dare to speak up against the dictator. How is that Democracy?", CNN
"I still find it astounding that there are so many retards in the U.S. the 2016 election of Trump showed just how many.", CNN
"Funny how the deadline for the vaccine coordinates with elections. You are going to be spun a line over and over and then if Trump wins (god forbid) then all of a sudden there will be a reason why it isn&#39;t ready. Dont get reeled in!!", CNN
"Trump and his Crew Scams", CNN
"The Vaccine Leader is Moncef Slaoui, the Ex-Head of GlaxoSmithKline’s Vaccine Division, which is the same company which created an EBOLA VACCINE THAT KILLED 12,000 people in South Africa.", CNN
"I noticed when watching CNN a few days ago, it was as if they were bummed out when some positive news on covid19 came out. Then they downplayed it by telling us not to jump to any positive conclusion because % is different than taw numbers. Yet, as soon as more people get the virus, they want us to jump to the conclusion that are all going to die because of Trump. They DO NOT want this virus to go away until a Democrat is in office.", CNN
"Work work fast make midican quicly", CNN
"<a href='https://youtu.be/adj8MCsZKlg'>https://youtu.be/adj8MCsZKlg</a><br><br>Uk gov seems to be bactracking. Lol.", CNN
"No not everyone wants your poison. One year we will have a vaccine, no worry regarding the lack of testing on the repercussions years down the road. Only fools will allow bill gates, the leader of  the depopulation agenda, to put his serum in their bodies. Not me", CNN
"Trump: &quot;I like to call it the super duper miracle medicine.&quot;", CNN
"Here comes the conspiracy theories. This vaccine made so quick = they already have it", CNN
"Ok President. I&#39;m gonna hold you to this. So if we dont have it, you will be officially considered a liar and a fraud", CNN
"Pt.  Trump.  Dont. Unstand", CNN
"Disinformation like disinfectant!  The problem is that people believe him! Vote Blue in November", CNN
"We all know that is nothing bunch of bulshit", CNN
"I have few doubts about the mode of operating to commit to unachievable delivery ....it doesn&#39;t look like a straightforward job ... “People tend to focus on the high position, but it is highly necessary to evaluate the legal responsibilities that comes with the job.  <br>Anyone who has been tricked into overpromising to have few hundred million doses of coronavirus vaccine available by the end of the year will be definitely held responsible for any short account. ...that will cause him trouble but may brighten the president reelection prospects.<br>-------------------------<br>On Thursday, Mr. Trump asked Mr. Moncef Slaoui  if the goal was realistic.&quot;   <br>Mr. Slaoui told him: “I would not have committed unless I thought it was achievable,”     <br><br>THAT&#39;S NONE SENSE!  <br><br>&quot; On the off chance that there are no workable solutions , then he must not commit to unachievable dates&quot;<br><br><a href='https://youtu.be/mCraxvYUdjI'>https://youtu.be/mCraxvYUdjI</a>", CNN
"That’s best decision Trump has ever taken. We need Moncef and his credentials; he can take from his long experience in Europe, he can work and collaborate with scientists in Europe... we are fighting the same enemy; this is the time to work as human beings and forget about politics.", CNN
"Are they saying that they already have a formula that works?", CNN
"If a vaccine is out that fast I will be the very last person in line.  I wouldn&#39;t trust it. Too many testing rules and regulations being short cutted to get it out to public that fast.", CNN
"CNN loves to<br>Burst a double bubble let the American people have hope", CNN
"All he said here was that he wanted to have a full vaccine.. not that it&#39;s going to happen any time soon..", CNN
"Are they doing these briefing close to a train station????, what is that background noise???", CNN
"It can be believed only when those without something to gain, politically and/or economically, put their credibility on the line with a forecasted vaccine delivery date.<br><br>Trump is looking to the promise of a vaccine just after the election as his and in the hole. Pure and simple. All hail our savior.", CNN
"Trump has the money to buy everyone and they will lie and say whatever he wants them to say.  Vaccine by the end of the year is fake news.  If they do produce one, it will not be very effective at all.  It will just be a ploy to make the American public think it&#39;s safe to go about their lives as if the pandemic is over.", CNN
"It&#39;s not about Left vs Right, but Freedom vs Tyranny. CV19 is being used to justify the latter. If you Americans don&#39;t stand up for your rights now, you will lose them forever.<br>- <a href='https://www.youtube.com/watch?v=84TEJe0FROA'>https://www.youtube.com/watch?v=84TEJe0FROA</a><br>- <a href='https://www.youtube.com/watch?v=k50rGvQofok'>https://www.youtube.com/watch?v=k50rGvQofok</a><br>- <a href='https://www.youtube.com/watch?v=RMp19PUYShY'>https://www.youtube.com/watch?v=RMp19PUYShY</a>", CNN
"I am sure he will succeed as a Moroccan doctor and has 40 years of experience in the virology field👍🇲🇦❤", CNN
"I have a presentation to Know more about  Dr Moncef Slaoui you can go to my chanel and see it !!! interesting!!", CNN
"Siiiiiiir  a khoya slawi siiiiiiir 👏👏lol", CNN
"CNN is a parade of half truths.", CNN
"Why is nobody talking about Dr Fauci being there?  What happened to 14 days isolation?  Or did Trump threaten you?  Are you safe, Sir? Blink if you&#39;re not safe.", CNN
"I hope so but looking at the progress of this PANDEMIC team so far , I have my doubts..The only CREDIBLE person on this team is Dr.Fauci", CNN
"If America had a vaccine for stupidity they would not need to scramble for one for the CCP (Corona) Virus.", CNN
"Shame to be American citizen", CNN
"The moron in chief is obviously the chief of morons in the WH", CNN
"Who comes up with these operation names? 🤨", CNN
"Universal Health Care is the ONLY practical way to go. That said.<br> <br> The virus doesn&#39;t check your wallet first.  Black doctors, and nurses are dying of this.<br>The defining factor in the COVID-19 pandemic appears to be a lack of vitamin D.  Most black people because of having dark skin and living in the north do not make any Vitamin D from sunlight on their skin.  Most dark skinned people living in the North are severely lacking in vitamin D.  Most if not all of the things that black people have that are considered to be pre-existing conditions are actually signs of a vitamin D deficiency. <br>  People who are overweight also need to take more vitamin D then others because vitamin D is stored in their fat cells, and not being used.  This I believe is why most of the people who died from the virus were overweight.  If you research vitamin D you will find that there is a lot of information out there on what it does and how it does it.  Vitamin D production is I believe the primary reason for there being a flu season. So take more vitamin D and get out in the sun. You can be as strong as a bull.  If you don&#39;t have enough vitamin D the virus will drop you like a brick.", CNN
"I Never take the Flu Vaccine.. So surely will NOT take this 1..", CNN
"Is the vaccine as good as Hydroxychloroquine and as safe as injecting disinfectant?<br><br>Then he should vaccinate republicans first 😂😂😂", CNN
"Fuck off", CNN
"Watch White house briefing on May 15,  <a href='https://www.youtube.com/watch?v=HJ2f15MYrbU'>https://www.youtube.com/watch?v=HJ2f15MYrbU</a> at <a href='https://www.youtube.com/watch?v=mCraxvYUdjI&amp;t=3m53s'>3:53</a>mins.  How can America start to developing vaccine on Jan.11,2020?   America already knows in Jan. that Covid 19 already exist.  Is there any cover up here?   Chinese provided the Covid-19 genome sequence on 1/12/2020 and America developing vaccine before that.   Can someone follow up on what America know on Jan. 11?", CNN
"Cnn got mad because Trump insulted their audience 😂", CNN
"THIS GUY EATS BABYS PLUS TRUMP WON THAT ELECTION", CNN
"BABY EATING DEVIL", CNN
"10 months incredible", CNN
"Ok but can we talk about how good Trumps hair looks in the thumbnail????", CNN
"Yea I&#39;m not on board wit this one", CNN
"We love you trump!!!", CNN
"Did you find that kid a mother....or you shooting for 2 dads???", CNN
"I am just following up on a news broadcast I heard over here in Canada about trump putting a bullseye 🎯 on cnn right out of the gate. Congrats to CNN for not taking it laying down, but biting back and firing right back to the trump , so awesome 😎", CNN
"Too bad they didn’t do this half of this on Jan 6.", CNN
"Why didn&#39;t the moron do that Jan 6th ????? Thumbs up Anderson for speaking the truth!", CNN
"CGI ALL THE WAY. ANDERSON WAS EXECUTED IN JUNE 2020. WAKE UP!!!", CNN
"🔴 CNN Fake News has seen a bloodbath in its ratings for several shows since Incompetent senile Joe Biden took office. Example the ratings have really plummeted on Cuomo Prime Time -28.5%, Anderson Cooper -32.2%, CNN Tonight With Don Lemon -32.5%.", CNN
"This guy’s a damn “JOKE”. BOZO the clown even!!!!", CNN
"that is what my parents told me about a propaganda media, while recovering from soviet union. Seems like you are doomed for a while now, without proper education about history - even it hearts, will help you in a long run. <br>Just do your honest research on sh.t you repeat from ALL MEDIA, dont be a sheep.", CNN
"But when the riots on Jan. 06 happened, he did not sent help for the outnumbered cops, he just left them to die. When he wants to cross the street though, peaceful protesters get teargased.", CNN
"Trump the man child who was afraid of everything unless he had force behind him and he was  tucked away safely  is now know as a murder by lying about a virus who he told his people it was  safe to go out and no need for safe distancing or masks", CNN
"Didn&#39;t know that civilian federal forces existed.", CNN
"So since when Trump go to Church and use force against peaceful protesters?<br>He dose not care about African Americans like he did not about Mike Pence life either.<br>He dose not care about the US Constitution which was his job to protect.", CNN
"He Show us the broken and the Nasty side of the country.. I love TRUMP..", CNN
"Sore Loser Trump 🤣🤣🤣🤣🤣🤣🤣😂<br>Shame on Trump 🤣🤣🤣🤣🤣🤣🤣😂<br>Person Woman Man Camera TV and Jail 💥", CNN
"<a href='https://www.youtube.com/watch?v=tMrImA2DPy8&amp;t=5m15s'>5:15</a> One BRUTAL Question for All?", CNN
"Crazy trump", CNN
"Sore Loser Trump 😂😂😂<br>Person Woman Man Camera TV and Jail 😂", CNN
"there is something wrong with his hand...it must be why he uses sharpies, and couldn&#39;t drink the water...the grip of his right hand is weaker and he is not used to making accommodations for it, so he is bad at hiding it properly...", CNN
"Anderson, thank you, for showing this, horrific, behavior, of Mr. Trump!", CNN
"Unreal compared to today..", CNN
"Look AT YOU NOW", CNN
"ISIS in Arabic cuntrys 6000 or 1000 person . But not 77 milon supported legal terrorism. . All the saw who behind repoblikans supporting.   K.k.k. + nazi germany imgrant since 70 years ago trump family with them  to USA.  . All Germany people clapping to you trump but secretly. .. 👏👏👏", CNN
"Who do you all playing with appearances, you  not trump.", CNN
"Trump is the Bully in chief!!", CNN
"game over your going to lose again enjoy", CNN
"Here after the Democrats called the pro Trump protests/riots “thugs.”<br>The double standard is so crazy that brainwashed people can’t see past the fake news media and corrupt politicians.", CNN
"CNN is 💯% FAKE NEWS❗️", CNN
"BLM did this all of 2019", CNN
"Where was the DC mayor and police at this moment?", CNN
"They are NOT peaceful protesters the minute day set 1&#39;Foot in the public roadway or street and block the roads they are no longer law abiding protesters...And we all know a LOT of the protesters were violent n burning buildings and  harassing Totally  innocent people... That is what our president wanted to put a Stop to....", CNN
"Thank you Anderson, I really respect you!🐶🌹", CNN
"Trump is out! No more violence and racism! We can&#39;t have white supremacist and Nazi&#39;s in our country! Trump is one of them! 😆💯", CNN
"CNN is downplaying the desperate need for Stimulus Checks. They say be happy you taking a quarter of the loaf. CNN wants and is pushing for corporate liability. F off CNN", CNN
"Fake news", CNN
"I guess looting and burning down places are peaceful protest Trump isn&#39;t the thug here go figure", CNN
"Law &amp; Order Pres?  I hope he is charged  in both criminal &amp; civil courts and ends up in jail; he&#39;d then be the former Pres with a criminal record.  He&#39;d probably still be grumbling about the election that he lost.", CNN
"What was the point, so he had a picture to show when people question his faith ?!?! The same way he fumbles random papers and says look at this proof, statistics, etc", CNN
"One person in a mask...", CNN
"He gets off on controlling and manipulating... &quot;Look how much power I have, I am important, these insignificant humans do my bidding&quot;", CNN
"Please Help me.. I need this news’s script. I am studying English with this video. Anybody else who have the script for me? I want to be good at Communicate by English. 😊🙏🏻", CNN
"Lol all the protestors here are white not blacks", CNN
"Cooper is living Floyd now .  Now is all that matters Cooper", CNN
"We are seeing Coopers real colors", CNN
"These are Not Peaceful people Blocking the Street", CNN
"They are rioters not protesters", CNN
"Anderson why dont you tell the truth you are fake news you are a satanist", CNN
"Did CHARLES MANSON DIE because I think he took some one else body TRUMP SAME TYPE OF CRAZY OK", CNN
"Get off the air n go hobbenzee on ur boyfriends nobbenzee.", CNN
"The night was dark the sky was blue down the alley the excrement truck flew, a bump was hit a scream was heard and Anderson Pooper was killed by a flying terd", CNN
"TRUMP IT&#39;S GETTY CRAZY THE GUY ITS THE ONE  NEED TO BE ARREST", CNN
"Speaking out against evils done to protesters and BLACKS; MUST follow with SERIOUS ACTIONS in stopping these evils. Complete REPARATIONS/Economic Empowerments/Universal FREEDOM &amp; RESPECT*🤝🖤👍", CNN
"Man I wish there was some kind of way I could let every person watching this realize this is straight Satan propaganda they want to slave us all with a new world order don&#39;t believe the racist dictator b*******.<br>They want to collapse the United States with divide and conquer.. the rich Satanist I have taken over all mainstream channels we have all moved to Infowars and Newsmax", CNN
"Don&#39;t be fooled this is basically in a nutshell God against Satan..<br>The people that like Satan don&#39;t like God and both sides are very rich.<br>I myself am a Christian and believe in agape love.<br>Treating people kindly in every way..<br>Have I made mistakes yes but I never stop  trying to stay focused..<br>But anyway it&#39;s not rocket science so I&#39;m on the Trump side you guys have a good one piece✌", CNN
"I see how there tricking many people now that was smooth as hell just remember whatever you do don&#39;t believe this news story it&#39;s straight b*<b>****</b> straight up OG slate Rock I&#39;m out much love", CNN
"The Media bias reminds me of Joseph Goebbels Minister of Propaganda Germany... we lost our only defensive against corruption politicians...", CNN
"Question: Who&#39;s the thug here?<br><br>Answer: Anderson Cooper!", CNN
"A thug is someone who could care less about others. I bet Anderson has never shed a tear for the millions who die of Aids each year...yet he promotes a homosexual agenda with his husband and leads millions of people to Die of Aids each year. Stop acting like you care about life Anderson, and stop calling people names. You are causing the chaos!", CNN
